TransectNum,DATE,Observer,Point,priv_prop,midstory_present,pDogTown,pDogPresent,cliff_rock,NumSnags,primaryHabitat,o_canopy_percent,o_mean_height,shrub_cover,shrub_mean_height,gc_snow,gc_water,gc_woody,deadAndDown,gc_herb,gc_bare_litter,gc_dead_grass,gc_dead_grass_height,gc_live_grass,gc_live_grass_height
NM-RANCH-RA1,5/19/2017,MRUEH,16,1,0,0,0,0,0,GR,1,7,1,0.75,0,0,1,1,5,78,10,20,5,12
NM-RANCH-RA10,6/1/2017,MRUEH,2,1,0,0,0,0,0,GR,5,5,1,1,0,0,1,1,5,83,5,24,5,18
NM-RANCH-RA10,6/1/2017,MRUEH,3,1,0,0,0,0,0,GR,1,6,1,1.25,0,0,0,1,5,79,10,17,5,12
NM-RANCH-RA10,6/1/2017,MRUEH,4,1,0,0,0,0,0,GR,5,6,5,1.5,0,0,1,1,5,78,10,28,5,20
NM-RANCH-RA10,6/1/2017,MRUEH,6,1,0,0,0,0,1,GR,1,5,5,1.5,0,0,1,0,10,74,10,42,5,34
NM-RANCH-RA10,6/1/2017,MRUEH,7,1,0,0,0,0,0,GR,5,5,5,1.5,0,0,1,1,5,78,10,29,5,23
NM-RANCH-RA10,6/1/2017,MRUEH,8,1,0,0,0,0,0,GR,1,7,5,1.75,0,0,0,1,10,79,5,23,5,16
NM-RANCH-RA10,6/1/2017,MRUEH,10,1,0,0,0,0,0,PJ,10,6,5,2.25,0,0,1,1,5,83,5,13,5,8
NM-RANCH-RA10,6/1/2017,MRUEH,11,1,0,0,0,0,0,PJ,10,6,5,1.25,0,0,1,1,5,82,10,16,1,12
NM-RANCH-RA10,6/1/2017,MRUEH,12,1,0,0,0,0,0,GR,1,6,10,2,0,0,1,0,5,79,10,25,5,14
NM-RANCH-RA10,6/1/2017,MRUEH,14,1,0,0,0,0,0,GR,1,4,5,1.75,0,0,1,0,5,79,10,24,5,12
NM-RANCH-RA10,6/1/2017,MRUEH,15,1,0,0,0,0,3,GR,1,5,5,1.5,0,0,1,5,10,74,5,18,5,16
NM-RANCH-RA10,6/1/2017,MRUEH,16,1,0,0,0,0,2,GR,5,6,5,1.25,0,0,1,5,10,69,10,22,5,27
NM-RANCH-RA13,5/30/2017,MRUEH,1,1,0,0,0,0,1,PJ,5,5,5,1.75,0,0,1,1,1,87,5,28,5,20
NM-RANCH-RA13,5/30/2017,MRUEH,2,1,0,0,0,0,0,PJ,5,5,1,1.25,0,0,1,1,1,82,10,27,5,10
NM-RANCH-RA13,5/30/2017,MRUEH,3,1,0,0,0,1,0,PJ,5,6,5,1.25,0,0,1,1,5,83,5,25,5,20
NM-RANCH-RA13,5/30/2017,MRUEH,4,1,0,0,0,0,2,PJ,5,5,1,0.75,0,0,1,1,1,82,10,18,5,12
NM-RANCH-RA13,5/30/2017,MRUEH,5,1,0,0,0,0,0,RI,10,6,1,1.5,0,0,0,5,1,79,5,34,10,15
NM-RANCH-RA13,5/30/2017,MRUEH,6,1,0,0,0,0,0,PJ,5,6,1,0.75,0,0,1,0,1,83,10,23,5,11
NM-RANCH-RA13,5/30/2017,MRUEH,7,1,0,0,0,0,1,PJ,5,7,1,1.5,0,0,1,1,1,82,10,27,5,9
NM-RANCH-RA13,5/30/2017,MRUEH,8,1,0,0,0,1,5,PJ,5,5,1,1,0,0,1,0,1,83,10,25,5,13
NM-RANCH-RA13,5/30/2017,MRUEH,9,1,0,0,0,0,0,PJ,5,4,5,1.75,0,0,1,1,5,78,5,25,10,12
NM-RANCH-RA13,5/30/2017,MRUEH,10,1,0,0,0,1,0,PJ,5,5,1,2,0,0,1,1,1,91,5,30,1,16
NM-RANCH-RA13,5/30/2017,MRUEH,11,1,0,0,0,0,0,PJ,5,7,1,1.5,0,0,1,1,1,82,10,24,5,8
NM-RANCH-RA13,5/30/2017,MRUEH,12,1,0,0,0,0,0,RI,5,7,1,1.25,0,0,1,0,1,83,10,18,5,15
NM-RANCH-RA13,5/30/2017,MRUEH,13,1,0,0,0,0,0,GR,1,8,1,0.5,0,0,0,1,5,74,10,27,10,17
NM-RANCH-RA13,5/30/2017,MRUEH,14,1,0,0,0,1,1,PJ,1,6,1,0.75,0,0,1,1,5,78,10,38,5,22
NM-RANCH-RA13,5/30/2017,MRUEH,15,1,0,0,0,1,3,GR,1,5,1,1,0,0,0,1,5,79,10,16,5,20
NM-RANCH-RA13,5/30/2017,MRUEH,16,1,0,0,0,0,2,PJ,10,7,1,1.5,0,0,0,0,10,79,1,35,10,18
NM-RANCH-RA14,5/18/2017,MRUEH,1,1,0,0,0,0,1,GR,1,7,1,1,0,0,1,1,5,73,10,27,10,10
NM-RANCH-RA14,5/18/2017,MRUEH,2,1,0,0,0,0,6,PJ,10,6,1,0.75,0,0,1,1,5,78,10,30,5,20
NM-RANCH-RA14,5/18/2017,MRUEH,3,1,0,0,0,0,0,PJ,10,7,1,1.25,0,0,1,0,5,84,5,17,5,10
NM-RANCH-RA14,5/18/2017,MRUEH,4,1,0,0,0,0,0,GR,1,9,0,-1,0,0,0,5,5,75,10,28,5,11
NM-RANCH-RA14,5/18/2017,MRUEH,5,1,0,0,0,0,12,PJ,5,5,1,1,0,0,1,1,10,82,5,24,1,12
NM-RANCH-RA14,5/18/2017,MRUEH,6,1,0,0,0,0,16,GR,5,4,5,1.25,0,0,1,0,5,79,10,23,5,14
NM-RANCH-RA14,5/18/2017,MRUEH,7,1,0,0,0,0,23,PJ,5,4,5,1.5,0,0,1,0,5,79,10,13,5,8
NM-RANCH-RA14,5/18/2017,MRUEH,8,1,0,0,0,0,1,GR,5,7,1,1,0,0,1,1,10,78,5,15,5,18
NM-RANCH-RA14,5/18/2017,MRUEH,9,1,0,0,0,0,1,PJ,10,6,5,1.5,0,0,1,1,1,82,10,13,5,7
NM-RANCH-RA14,5/18/2017,MRUEH,10,1,0,0,0,0,13,PJ,10,5,5,0.75,0,0,5,0,1,79,10,22,5,18
NM-RANCH-RA14,5/18/2017,MRUEH,11,1,0,0,0,0,2,PJ,5,7,5,0.75,0,0,1,0,5,79,10,21,5,17
NM-RANCH-RA14,5/18/2017,MRUEH,13,1,0,0,0,0,0,GR,1,6,1,1.75,0,0,1,0,5,79,10,15,5,10
NM-RANCH-RA14,5/18/2017,MRUEH,14,1,0,0,0,0,1,PJ,10,7,1,1.25,0,0,1,1,5,73,10,23,10,15
NM-RANCH-RA14,5/18/2017,MRUEH,15,1,0,0,0,0,14,PJ,10,5,5,1.5,0,0,0,1,5,79,5,21,10,16
NM-RANCH-RA2,6/4/2017,MRUEH,1,1,0,0,0,0,0,GR,1,6,10,1.75,0,0,1,1,10,77,1,12,10,11
NM-RANCH-RA2,6/4/2017,MRUEH,2,1,0,0,0,0,0,PJ,5,6,10,1.5,0,0,1,0,5,79,10,33,5,18
NM-RANCH-RA2,6/4/2017,MRUEH,3,1,0,0,0,0,0,PJ,10,5,10,2,0,0,0,5,5,75,10,42,5,30
NM-RANCH-RA2,6/4/2017,MRUEH,5,1,1,0,0,0,0,PJ,10,5,10,2,0,0,1,0,5,79,5,24,10,8
NM-RANCH-RA2,6/4/2017,MRUEH,6,1,0,0,0,0,0,PJ,10,6,10,1.5,0,0,1,1,5,78,10,28,5,10
NM-RANCH-RA2,6/4/2017,MRUEH,7,1,0,0,0,0,2,PJ,10,6,10,1.75,0,0,1,0,5,79,5,32,10,9
NM-RANCH-RA2,6/4/2017,MRUEH,9,1,0,0,0,0,0,GR,5,6,5,2,0,0,1,1,5,78,5,26,10,14
NM-RANCH-RA2,6/4/2017,MRUEH,10,1,0,0,0,0,1,GR,5,5,1,1.25,0,0,1,1,5,78,5,19,10,15
NM-RANCH-RA2,6/4/2017,MRUEH,11,1,0,0,0,0,1,GR,1,4,5,2,0,0,1,5,5,74,10,27,5,22
NM-RANCH-RA2,6/4/2017,MRUEH,13,1,0,0,0,0,0,GR,1,8,1,1.75,0,0,0,5,5,75,5,28,10,12
NM-RANCH-RA2,6/4/2017,MRUEH,14,1,0,0,0,0,0,GR,1,7,1,1.75,0,0,1,5,5,74,5,25,10,13
NM-RANCH-RA2,6/4/2017,MRUEH,15,1,0,0,0,1,1,PJ,10,4,10,1,0,0,1,0,5,84,5,22,5,10
NM-RANCH-RA2,6/4/2017,MRUEH,16,1,0,0,0,1,7,PJ,10,5,5,0.75,0,0,1,1,5,83,5,27,5,20
NM-RANCH-RA3,6/3/2017,MRUEH,1,1,0,0,0,0,3,PJ,10,5,5,1.75,0,0,1,1,10,78,5,24,5,12
NM-RANCH-RA3,6/3/2017,MRUEH,2,1,0,0,0,0,1,PJ,10,5,5,1.75,0,0,1,1,5,78,10,27,5,14
NM-RANCH-RA3,6/3/2017,MRUEH,3,1,0,0,0,0,2,PJ,5,6,10,2,0,0,1,1,5,78,10,20,5,9
NM-RANCH-RA3,6/3/2017,MRUEH,4,1,0,0,0,0,2,PJ,10,8,5,2.25,0,0,0,0,5,75,10,23,10,7
NM-RANCH-RA3,6/3/2017,MRUEH,5,1,0,0,0,0,1,RI,5,7,5,1.25,0,0,1,0,5,74,10,21,10,15
NM-RANCH-RA3,6/3/2017,MRUEH,6,1,0,0,0,0,0,PJ,10,7,5,1.75,0,0,0,0,5,75,10,29,10,18
NM-RANCH-RA3,6/3/2017,MRUEH,7,1,0,0,0,0,1,GR,1,7,5,1.5,0,0,0,0,1,69,20,32,10,19
NM-RANCH-RA3,6/3/2017,MRUEH,8,1,0,0,0,0,0,PJ,10,5,10,1.75,0,0,0,1,5,79,10,23,5,16
NM-RANCH-RA3,6/3/2017,MRUEH,9,1,0,0,0,0,1,PJ,10,6,5,1.75,0,0,1,0,5,79,10,23,5,20
NM-RANCH-RA3,6/3/2017,MRUEH,10,1,0,0,0,0,2,GR,1,5,5,1.75,0,0,0,0,10,75,10,16,5,17
NM-RANCH-RA3,6/3/2017,MRUEH,11,1,0,0,0,0,1,PJ,10,6,5,1,0,0,1,0,5,79,10,25,5,18
NM-RANCH-RA3,6/3/2017,MRUEH,12,1,0,0,0,0,0,PJ,5,5,10,1.75,0,0,0,0,5,80,10,27,5,12
NM-RANCH-RA3,6/3/2017,MRUEH,13,1,0,0,0,0,0,GR,1,6,10,1.5,0,0,0,0,5,74,20,34,1,16
NM-RANCH-RA3,6/3/2017,MRUEH,14,1,0,0,0,0,0,PJ,10,7,10,1.5,0,0,1,0,5,79,10,18,5,15
NM-RANCH-RA3,6/3/2017,MRUEH,15,1,0,0,0,0,1,PJ,10,7,10,1.25,0,0,1,1,5,78,10,32,5,19
NM-RANCH-RA3,6/3/2017,MRUEH,16,1,0,0,0,0,0,PJ,10,7,10,1,0,0,1,0,5,79,10,16,5,9
NM-RANCH-RA5,5/31/2017,MRUEH,1,1,0,0,0,0,5,PJ,10,4,10,1.5,0,0,0,0,1,79,10,47,10,40
NM-RANCH-RA5,5/31/2017,MRUEH,2,1,0,0,0,0,5,PJ,10,5,10,1.25,0,0,1,0,5,79,10,26,5,15
NM-RANCH-RA5,5/31/2017,MRUEH,3,1,0,0,0,0,10,PJ,10,7,10,2,0,0,1,0,10,74,10,18,5,22
NM-RANCH-RA5,5/31/2017,MRUEH,4,1,0,0,0,0,1,PJ,10,7,10,1.75,0,0,1,0,5,79,10,27,5,17
NM-RANCH-RA5,5/31/2017,MRUEH,5,1,0,0,0,0,5,GR,1,7,10,1.5,0,0,0,0,20,69,10,38,1,32
NM-RANCH-RA5,5/31/2017,MRUEH,6,1,0,0,0,0,6,PJ,5,6,5,1.5,0,0,1,0,5,79,10,25,5,13
NM-RANCH-RA5,5/31/2017,MRUEH,7,1,0,0,0,0,10,PJ,10,5,10,1.5,0,0,1,1,5,78,10,30,5,20
NM-RANCH-RA5,5/31/2017,MRUEH,8,1,1,0,0,0,3,PJ,5,4,20,1.75,0,0,1,1,1,82,10,36,5,12
NM-RANCH-RA5,5/31/2017,MRUEH,9,1,0,0,0,0,7,PJ,5,4,5,1.75,0,0,1,0,1,83,10,30,5,23
NM-RANCH-RA5,5/31/2017,MRUEH,10,1,0,0,0,0,8,PJ,5,4,5,1.5,0,0,1,0,1,83,10,25,5,15
NM-RANCH-RA5,5/31/2017,MRUEH,11,1,0,0,0,0,0,PJ,10,8,1,1.75,0,0,1,1,1,82,10,33,5,19
NM-RANCH-RA5,5/31/2017,MRUEH,12,1,0,0,0,1,0,PJ,10,4,1,0.5,0,0,1,0,1,92,5,28,1,8
NM-RANCH-RA5,5/31/2017,MRUEH,13,1,0,0,0,0,4,PJ,5,5,1,0.5,0,0,1,1,1,67,20,40,10,36
NM-RANCH-RA5,5/31/2017,MRUEH,14,1,0,0,0,1,0,PJ,5,3,5,1.25,0,0,1,1,5,87,5,22,1,13
NM-RANCH-RA5,5/31/2017,MRUEH,15,1,0,0,0,1,8,GR,1,3,5,1,0,0,1,0,1,78,10,38,10,34
NM-RANCH-RA5,5/31/2017,MRUEH,16,1,0,0,0,0,0,PJ,10,7,1,1.5,0,0,5,1,5,83,5,42,1,15
NM-RANCH-RA6,6/2/2017,MRUEH,1,1,0,0,0,0,0,PJ,10,4,1,1.5,0,0,1,0,1,83,5,17,10,14
NM-RANCH-RA6,6/2/2017,MRUEH,2,1,0,0,0,0,0,PJ,10,6,5,2,0,0,0,5,5,75,5,24,10,12
NM-RANCH-RA6,6/2/2017,MRUEH,3,1,0,0,0,1,0,PJ,10,5,5,0.5,0,0,0,0,5,85,5,18,5,9
NM-RANCH-RA6,6/2/2017,MRUEH,4,1,0,0,0,0,0,PJ,10,6,5,0.5,0,0,1,0,1,83,5,16,10,18
NM-RANCH-RA6,6/2/2017,MRUEH,5,1,0,0,0,0,0,PJ,10,6,5,2,0,0,1,1,1,82,5,28,10,15
NM-RANCH-RA6,6/2/2017,MRUEH,6,1,0,0,0,0,0,PJ,10,6,1,1.25,0,0,1,0,1,83,5,13,10,11
NM-RANCH-RA6,6/2/2017,MRUEH,7,1,0,0,0,0,2,PJ,10,6,1,1.25,0,0,1,0,5,79,10,22,5,13
NM-RANCH-RA6,6/2/2017,MRUEH,8,1,0,0,0,0,4,PJ,10,7,1,1,0,0,1,0,1,78,10,18,10,8
NM-RANCH-RA6,6/2/2017,MRUEH,9,1,0,0,0,0,20,PJ,5,5,5,2,0,0,1,1,1,82,10,28,5,24
NM-RANCH-RA6,6/2/2017,MRUEH,10,1,0,0,0,0,4,PJ,10,5,5,2,0,0,1,0,1,83,10,21,5,10
NM-RANCH-RA6,6/2/2017,MRUEH,11,1,0,0,0,1,2,PJ,10,4,5,2.5,0,0,1,0,1,83,10,24,5,15
NM-RANCH-RA6,6/2/2017,MRUEH,12,1,0,0,0,1,2,PJ,10,5,10,2.25,0,0,5,1,1,83,5,17,5,11
NM-RANCH-RA6,6/2/2017,MRUEH,13,1,0,0,0,0,10,PJ,10,6,10,1.25,0,0,5,1,1,73,10,29,10,17
NM-RANCH-RA6,6/2/2017,MRUEH,14,1,0,0,0,0,3,PJ,10,5,10,1.5,0,0,5,1,1,83,5,15,5,13
NM-RANCH-RA6,6/2/2017,MRUEH,15,1,0,0,0,1,1,PJ,10,6,5,1.75,0,0,5,1,1,83,5,22,5,27
NM-RANCH-RA6,6/2/2017,MRUEH,16,1,0,0,0,0,0,PJ,10,7,10,2.25,0,0,1,1,5,78,5,20,10,8
NM-RANCH-RA7,6/5/2017,MRUEH,1,1,0,0,0,0,2,PJ,10,4,5,1.75,0,0,1,5,1,78,10,18,5,7
NM-RANCH-RA7,6/5/2017,MRUEH,2,1,0,0,0,0,1,PJ,10,6,5,1.25,0,0,1,1,5,78,10,13,5,10
NM-RANCH-RA7,6/5/2017,MRUEH,3,1,0,0,0,0,2,GR,5,6,5,1.5,0,0,1,1,5,78,10,8,5,10
NM-RANCH-RA7,6/5/2017,MRUEH,4,1,0,0,0,0,1,PJ,10,5,10,1.75,0,0,1,0,5,79,10,10,5,9
NM-RANCH-RA7,6/5/2017,MRUEH,5,1,0,0,0,0,2,PJ,10,5,10,1.25,0,0,1,1,10,77,10,16,1,12
NM-RANCH-RA7,6/5/2017,MRUEH,6,1,0,0,0,0,2,PJ,10,5,10,1.75,0,0,1,0,5,79,10,21,5,10
NM-RANCH-RA7,6/5/2017,MRUEH,7,1,0,0,0,0,2,PJ,10,5,5,1.25,0,0,1,0,5,79,10,15,5,8
NM-RANCH-RA7,6/5/2017,MRUEH,8,1,0,0,0,0,2,PJ,10,4,5,1.5,0,0,1,1,1,82,10,14,5,6
NM-RANCH-RA7,6/5/2017,MRUEH,9,1,0,0,0,0,0,PJ,10,6,5,1.5,0,0,1,1,5,78,10,12,5,8
NM-RANCH-RA7,6/5/2017,MRUEH,10,1,0,0,0,0,1,PJ,10,4,5,2,0,0,1,1,1,82,10,26,5,6
NM-RANCH-RA7,6/5/2017,MRUEH,11,1,0,0,0,0,0,GR,5,6,10,1.5,0,0,1,0,5,79,10,24,5,11
NM-RANCH-RA7,6/5/2017,MRUEH,12,1,0,0,0,0,2,PJ,10,5,5,1.75,0,0,1,1,5,78,10,20,5,15
NM-RANCH-RA7,6/5/2017,MRUEH,13,1,0,0,0,0,0,PJ,10,5,5,1.75,0,0,1,0,10,74,10,25,5,21
NM-RANCH-RA7,6/5/2017,MRUEH,14,1,0,0,0,0,3,PJ,10,6,1,1.5,0,0,1,5,1,82,10,18,1,15
NM-RANCH-RA7,6/5/2017,MRUEH,15,0,0,0,0,0,0,GR,1,6,5,2,0,0,1,0,5,79,10,20,5,13
NM-RANCH-RA7,6/5/2017,MRUEH,16,1,0,0,0,0,0,PJ,10,7,10,1.75,0,0,1,1,10,77,10,17,1,14
NM-RANCH-RA8,5/29/2017,MRUEH,1,1,0,0,0,0,1,GR,5,7,1,1.75,0,0,1,0,10,74,10,32,5,23
NM-RANCH-RA8,5/29/2017,MRUEH,2,1,0,0,0,0,1,GR,1,6,1,1.5,0,0,1,0,5,79,10,34,5,20
NM-RANCH-RA8,5/29/2017,MRUEH,3,1,0,0,0,0,3,PJ,10,6,1,1.25,0,0,1,5,1,78,10,31,5,12
NM-RANCH-RA8,5/29/2017,MRUEH,4,1,0,0,0,0,1,PJ,10,7,1,1,0,0,1,1,5,87,5,27,1,14
NM-RANCH-RA8,5/29/2017,MRUEH,5,1,0,0,0,0,0,GR,1,8,1,1.75,0,0,1,1,10,82,5,18,1,22
NM-RANCH-RA8,5/29/2017,MRUEH,6,1,0,0,0,0,2,GR,1,5,1,1.5,0,0,1,1,10,73,10,30,5,19
NM-RANCH-RA8,5/29/2017,MRUEH,7,1,0,0,0,0,1,PJ,10,6,5,2.25,0,0,1,1,10,78,5,33,5,22
NM-RANCH-RA8,5/29/2017,MRUEH,8,1,0,0,0,0,17,PJ,5,6,5,2,0,0,1,5,5,74,10,30,5,10
NM-RANCH-RA8,5/29/2017,MRUEH,9,1,0,0,0,0,4,PJ,5,7,1,1.75,0,0,1,1,10,73,10,35,5,20
NM-RANCH-RA8,5/29/2017,MRUEH,10,1,0,0,0,0,20,PJ,10,6,1,2.25,0,0,1,5,1,78,10,32,5,10
NM-RANCH-RA8,5/29/2017,MRUEH,11,1,0,0,0,0,3,PJ,1,4,5,2.5,0,0,1,5,10,74,5,26,5,18
NM-RANCH-RA8,5/29/2017,MRUEH,12,1,0,0,0,0,2,PJ,10,6,10,1.5,0,0,1,1,5,78,10,40,5,12
NM-RANCH-RA8,5/29/2017,MRUEH,13,1,0,0,0,0,16,RI,1,7,10,1.75,0,0,1,0,10,74,10,25,5,23
NM-RANCH-RA8,5/29/2017,MRUEH,14,1,0,0,0,0,6,PJ,5,6,5,2.5,0,0,1,0,1,83,10,28,5,13
NM-RANCH-RA8,5/29/2017,MRUEH,15,1,0,0,0,0,0,PJ,10,4,5,0.75,0,0,1,1,1,82,10,31,5,23
NM-RANCH-RA8,5/29/2017,MRUEH,16,1,0,0,0,0,2,PJ,10,5,5,1.25,0,0,1,0,1,83,10,24,5,12
