TransectNum,DATE,Observer,Point,priv_prop,midstory_present,pDogTown,pDogPresent,cliff_rock,NumSnags,primaryHabitat,o_canopy_percent,o_mean_height,shrub_cover,shrub_mean_height,gc_snow,gc_water,gc_woody,deadAndDown,gc_herb,gc_bare_litter,gc_dead_grass,gc_dead_grass_height,gc_live_grass,gc_live_grass_height
TX-BCR18-AO15,5/4/2016,DHORT,7,0,0,0,0,0,0,UR,10,8,1,0.5,0,0,1,0,1,88,0,0,10,8
TX-BCR18-AO15,5/4/2016,DHORT,9,0,0,0,0,0,0,UR,5,5,1,0.5,0,0,1,0,1,88,0,0,10,6
TX-BCR18-AO15,5/23/2017,EKIST,9,0,0,0,0,0,0,UR,5,7,1,1,0,1,0,0,1,78,0,0,20,6
TX-BCR18-AO15,5/4/2016,DHORT,10,0,0,0,0,0,0,UR,5,7,1,0.5,0,0,1,0,1,88,0,0,10,7
TX-BCR18-AO15,5/4/2016,DHORT,11,0,0,0,0,0,0,UR,1,4,1,0.75,0,1,1,0,1,67,0,0,30,7
TX-BCR18-AO15,5/23/2017,EKIST,11,0,0,0,0,0,0,UR,1,6,1,0.75,0,1,0,0,1,68,0,0,30,7
TX-BCR18-AO15,5/4/2016,DHORT,12,0,0,0,0,0,0,UR,0,0,0,0,0,0,1,0,1,98,0,0,0,0
TX-BCR18-AO15,5/4/2016,DHORT,16,0,0,0,0,0,0,WE,0,0,0,0,0,5,1,1,10,68,5,46,10,32
TX-BCR18-AO18,4/29/2016,JGORG,2,1,0,0,0,0,0,GR,0,0,1,1.75,0,0,0,0,10,70,10,40,10,25
TX-BCR18-AO18,4/25/2017,TEMER,2,1,0,0,0,0,0,GR,0,0,1,1,0,0,0,0,5,85,1,19,5,11
TX-BCR18-AO18,4/29/2016,JGORG,6,1,0,0,0,0,0,GR,0,0,5,1.25,0,0,0,0,5,80,5,48,10,30
TX-BCR18-AO18,4/25/2017,TEMER,6,1,0,0,0,0,0,GR,0,0,1,0.75,0,0,1,0,5,90,1,21,5,15
TX-BCR18-AO18,4/29/2016,JGORG,7,1,0,0,0,0,0,GR,0,0,1,1.25,0,0,0,0,10,70,10,35,10,28
TX-BCR18-AO18,4/25/2017,TEMER,7,1,0,0,0,0,0,GR,0,0,1,1,0,0,0,0,5,93,1,19,1,13
TX-BCR18-AO18,4/29/2016,JGORG,8,1,0,0,0,0,0,GR,0,0,1,0.75,0,0,0,0,5,75,10,52,10,23
TX-BCR18-AO18,4/25/2017,TEMER,8,1,0,0,0,0,0,GR,0,0,1,1.25,0,0,0,0,1,90,5,25,5,16
TX-BCR18-AO18,4/29/2016,JGORG,9,1,0,0,0,0,0,GR,0,0,1,0.5,0,0,0,0,5,75,10,41,10,18
TX-BCR18-AO18,4/29/2016,JGORG,10,1,0,0,0,0,0,GR,0,0,1,1,0,0,1,0,10,75,5,38,10,17
TX-BCR18-AO18,4/29/2016,JGORG,11,1,0,0,0,0,0,GR,0,0,1,0.050000000745058,0,0,0,0,10,75,10,30,5,42
TX-BCR18-AO18,4/29/2016,JGORG,12,1,0,0,0,0,0,GR,0,0,1,0.5,0,0,0,0,5,75,10,33,10,18
TX-BCR18-AO18,4/25/2017,TEMER,12,1,0,0,0,0,0,GR,0,0,0,0,0,0,0,0,5,90,1,18,5,12
TX-BCR18-AO18,4/29/2016,JGORG,13,1,0,0,0,0,0,GR,0,0,1,0.5,0,0,0,0,5,75,10,35,10,18
TX-BCR18-AO18,4/29/2016,JGORG,14,1,0,0,0,0,0,GR,0,0,5,1,0,0,0,0,10,75,5,51,10,19
TX-BCR18-AO18,4/29/2016,JGORG,15,1,0,0,0,0,0,GR,0,0,1,0.5,0,0,0,0,10,80,5,37,5,21
TX-BCR18-AO18,4/29/2016,JGORG,16,0,0,0,0,0,0,GR,0,0,0,0,0,0,0,0,5,70,5,35,20,17
TX-BCR18-AO23,5/19/2016,JGORG,1,1,0,0,0,0,0,GR,0,0,0,0,0,0,0,0,10,35,5,28,50,14
TX-BCR18-AO23,5/19/2016,JGORG,2,1,0,0,0,0,0,GR,0,0,0,0,0,0,0,0,10,35,5,33,50,16
TX-BCR18-AO23,5/20/2017,LQUIN,2,1,0,0,0,0,0,AR,0,0,1,0.25,0,0,0,0,1,78,1,5,20,22
TX-BCR18-AO23,5/19/2016,JGORG,3,1,0,0,0,0,0,GR,0,0,0,0,0,0,0,0,10,45,5,38,40,26
TX-BCR18-AO23,5/20/2017,LQUIN,3,1,0,1,1,0,0,AR,0,0,1,0.5,0,0,0,0,1,78,1,6,20,19
TX-BCR18-AO23,5/19/2016,JGORG,4,1,0,0,0,0,0,GR,0,0,0,0,0,0,0,0,10,50,0,0,40,18
TX-BCR18-AO23,5/19/2016,JGORG,5,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,10,40,0,0,50,50
TX-BCR18-AO23,5/20/2017,LQUIN,5,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,1,88,1,9,10,27
TX-BCR18-AO23,5/19/2016,JGORG,6,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,20,30,0,0,50,45
TX-BCR18-AO23,5/20/2017,LQUIN,6,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,1,88,1,9,10,33
TX-BCR18-AO23,5/19/2016,JGORG,7,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,20,70,0,0,10,40
TX-BCR18-AO23,5/20/2017,LQUIN,7,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,5,89,1,20,5,43
TX-BCR18-AO23,5/19/2016,JGORG,8,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,5,90,0,0,5,14
TX-BCR18-AO23,5/20/2017,LQUIN,8,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,1,97,1,16,1,40
TX-BCR18-AO23,5/19/2016,JGORG,9,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,0,30,0,0,70,70
TX-BCR18-AO23,5/20/2017,LQUIN,9,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,5,85,5,29,5,31
TX-BCR18-AO23,5/19/2016,JGORG,10,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,0,99,0,0,1,13
TX-BCR18-AO23,5/20/2017,LQUIN,10,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,1,97,1,21,1,7
TX-BCR18-AO23,5/19/2016,JGORG,11,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,0,99,0,0,1,6
TX-BCR18-AO23,5/20/2017,LQUIN,11,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,1,97,1,14,1,13
TX-BCR18-AO23,5/19/2016,JGORG,12,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,0,99,0,0,1,8
TX-BCR18-AO23,5/20/2017,LQUIN,12,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,0,100,0,0,0,0
TX-BCR18-AO23,5/19/2016,JGORG,13,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,1,69,0,0,30,53
TX-BCR18-AO23,5/20/2017,LQUIN,13,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,5,93,1,7,1,9
TX-BCR18-AO23,5/19/2016,JGORG,14,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,0,100,0,0,0,0
TX-BCR18-AO23,5/20/2017,LQUIN,14,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,1,97,1,13,1,17
TX-BCR18-AO23,5/19/2016,JGORG,15,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,0,99,0,0,1,10
TX-BCR18-AO23,5/20/2017,LQUIN,15,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,1,99,0,0,0,0
TX-BCR18-AO23,5/19/2016,JGORG,16,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,0,99,0,0,1,16
TX-BCR18-AO23,5/20/2017,LQUIN,16,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,1,97,1,14,1,16
TX-BCR18-AO24,5/8/2017,RUBIA,1,1,0,0,0,0,0,AR,0,0,1,0.5,0,0,0,0,1,98,0,0,1,16
TX-BCR18-AO24,5/8/2017,RUBIA,2,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,1,98,0,0,1,41
TX-BCR18-AO24,5/6/2016,JMCMA,3,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,1,94,0,0,5,18
TX-BCR18-AO24,5/8/2017,RUBIA,3,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,1,98,0,0,1,38
TX-BCR18-AO24,5/6/2016,JMCMA,4,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,1,94,0,0,5,14
TX-BCR18-AO24,5/8/2017,RUBIA,4,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,5,94,0,0,1,34
TX-BCR18-AO24,5/8/2017,RUBIA,5,1,0,0,0,0,0,AR,0,0,1,0.5,0,0,1,0,1,96,1,2,1,6
TX-BCR18-AO24,5/8/2017,RUBIA,6,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,1,99,0,0,1,6
TX-BCR18-AO24,5/6/2016,JMCMA,7,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,1,94,0,0,5,8
TX-BCR18-AO24,5/8/2017,RUBIA,7,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,5,95,0,0,0,0
TX-BCR18-AO24,5/6/2016,JMCMA,8,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,1,94,0,0,5,22
TX-BCR18-AO24,5/8/2017,RUBIA,8,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,1,94,0,0,5,37
TX-BCR18-AO24,5/6/2016,JMCMA,9,1,0,0,0,0,0,GR,0,0,0,0,0,0,0,0,10,80,5,32,5,25
TX-BCR18-AO24,5/8/2017,RUBIA,10,1,0,0,0,0,0,GR,1,7,1,0.5,0,0,1,0,1,83,10,49,5,24
TX-BCR18-AO24,5/8/2017,RUBIA,11,1,0,0,0,0,0,BA,1,8,0,0,0,0,0,0,10,84,5,72,1,33
TX-BCR18-AO24,5/6/2016,JMCMA,12,1,0,0,0,0,0,GR,0,0,0,0,0,0,0,0,30,68,1,18,1,12
TX-BCR18-AO24,5/8/2017,RUBIA,12,1,0,0,0,0,0,HW,0,0,0,0,0,0,0,0,40,60,0,0,0,0
TX-BCR18-AO24,5/6/2016,JMCMA,13,1,0,0,0,0,0,GR,0,0,0,0,0,0,0,0,5,75,10,30,10,18
TX-BCR18-AO24,5/6/2016,JMCMA,14,1,0,0,0,0,0,GR,0,0,1,0.25,0,0,1,0,5,74,10,40,10,29
TX-BCR18-AO24,5/6/2016,JMCMA,15,1,0,0,0,0,0,GR,1,5,0,0,0,0,0,0,10,80,5,31,5,20
TX-BCR18-AO24,5/6/2016,JMCMA,16,1,0,0,0,0,0,GR,1,4,0,0,0,0,0,0,5,75,10,32,10,18
TX-BCR18-AO24,5/8/2017,RUBIA,16,1,0,0,0,0,0,GR,1,4,0,0,0,0,0,0,1,69,20,69,10,16
TX-BCR18-AO25,5/10/2016,RIPMA,1,1,0,0,0,0,0,DS,0,0,5,0.25,0,0,1,0,5,94,0,0,0,6
TX-BCR18-AO25,5/10/2016,RIPMA,2,1,0,0,0,0,0,DS,0,0,10,1,0,0,1,0,5,94,0,0,0,6
TX-BCR18-AO25,5/10/2016,RIPMA,3,1,0,0,0,0,0,DS,0,0,10,0.5,0,0,5,0,1,94,0,0,0,7
TX-BCR18-AO25,5/10/2016,RIPMA,4,1,0,0,0,0,0,DS,1,3,5,0.5,0,0,5,0,0,95,0,0,0,0
TX-BCR18-AO25,5/10/2016,RIPMA,5,1,0,0,0,0,0,DS,0,0,1,0.25,0,0,1,0,5,94,0,0,0,7
TX-BCR18-AO25,5/10/2016,RIPMA,6,1,0,0,0,0,0,DS,0,0,5,1,0,0,1,0,5,94,0,0,0,10
TX-BCR18-AO25,5/10/2016,RIPMA,7,1,0,0,0,0,0,DS,0,0,5,0.25,0,0,1,0,5,94,0,0,0,6
TX-BCR18-AO25,5/10/2016,RIPMA,8,1,0,0,0,0,0,DS,0,0,5,0.25,0,0,1,0,5,94,0,0,0,7
TX-BCR18-AO25,5/10/2016,RIPMA,9,1,0,0,0,0,0,DS,0,0,5,0.5,0,0,1,0,1,98,0,0,0,3
TX-BCR18-AO25,5/10/2016,RIPMA,10,1,0,0,0,0,0,DS,0,0,10,0.5,0,0,1,0,5,94,0,0,0,6
TX-BCR18-AO25,5/10/2016,RIPMA,13,1,0,0,0,0,0,DS,0,0,5,0.5,0,0,1,0,5,94,0,0,0,5
TX-BCR18-AO25,5/10/2016,RIPMA,14,1,0,0,0,0,0,DS,0,0,5,0.25,0,0,1,0,5,94,0,0,0,5
TX-BCR18-AO27,5/18/2016,JMCMA,2,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,5,74,1,14,20,22
TX-BCR18-AO27,5/21/2017,LQUIN,2,0,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,5,89,1,12,5,27
TX-BCR18-AO27,5/18/2016,JMCMA,6,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,10,75,5,18,10,15
TX-BCR18-AO27,5/21/2017,LQUIN,6,0,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,5,89,1,13,5,29
TX-BCR18-AO27,5/18/2016,JMCMA,10,1,0,0,0,0,0,AR,0,0,0,0,0,0,1,0,5,79,5,14,10,16
TX-BCR18-AO27,5/21/2017,LQUIN,10,0,0,0,0,0,0,GR,0,0,0,0,0,0,0,0,1,88,1,33,10,32
TX-BCR18-AO27,5/18/2016,JMCMA,14,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,10,75,5,18,10,11
TX-BCR18-AO27,5/21/2017,LQUIN,14,1,0,0,0,0,0,GR,0,0,0,0,0,0,0,0,1,84,5,24,10,31
TX-BCR18-AO27,5/21/2017,LQUIN,15,1,0,0,0,0,0,GR,0,0,0,0,0,0,0,0,1,79,10,69,10,27
TX-BCR18-AO27,5/21/2017,LQUIN,16,1,0,0,0,0,0,GR,0,0,0,0,0,0,0,0,1,74,5,63,20,28
TX-BCR18-AO28,5/6/2016,KMERE,3,0,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,1,94,0,0,5,39
TX-BCR18-AO28,5/5/2017,TEMER,3,0,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,10,88,1,9,1,9
TX-BCR18-AO28,5/6/2016,KMERE,7,0,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,5,84,1,77,10,45
TX-BCR18-AO28,5/5/2017,TEMER,7,0,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,1,93,1,11,5,22
TX-BCR18-AO28,5/6/2016,KMERE,11,0,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,10,79,1,68,10,74
TX-BCR18-AO28,5/5/2017,TEMER,11,0,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,1,93,1,12,5,19
TX-BCR18-AO28,5/6/2016,KMERE,15,0,0,0,0,0,0,AR,1,4,1,0.5,0,0,1,0,10,78,1,121,10,59
TX-BCR18-AO28,5/5/2017,TEMER,15,0,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,1,93,1,32,5,16
TX-BCR18-AO29,5/15/2016,JMCMA,1,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,1,99,0,0,0,0
TX-BCR18-AO29,4/24/2017,TEMER,1,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,1,99,0,0,0,0
TX-BCR18-AO29,5/15/2016,JMCMA,2,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,0,100,0,0,0,0
TX-BCR18-AO29,4/24/2017,TEMER,2,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,0,100,0,0,0,0
TX-BCR18-AO29,5/15/2016,JMCMA,3,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,0,100,0,0,0,0
TX-BCR18-AO29,4/24/2017,TEMER,3,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,0,100,0,0,0,0
TX-BCR18-AO29,5/15/2016,JMCMA,4,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,0,100,0,0,0,0
TX-BCR18-AO29,4/24/2017,TEMER,4,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,0,100,0,0,0,0
TX-BCR18-AO29,5/15/2016,JMCMA,5,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,0,100,0,0,0,0
TX-BCR18-AO29,4/24/2017,TEMER,5,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,0,100,0,0,0,0
TX-BCR18-AO29,5/15/2016,JMCMA,6,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,0,100,0,0,0,0
TX-BCR18-AO29,4/24/2017,TEMER,6,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,0,100,0,0,0,0
TX-BCR18-AO29,5/15/2016,JMCMA,7,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,0,100,0,0,0,0
TX-BCR18-AO29,4/24/2017,TEMER,7,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,0,100,0,0,0,0
TX-BCR18-AO29,5/15/2016,JMCMA,8,1,0,0,0,0,0,AR,0,0,0,0,0,0,1,0,1,96,1,17,1,14
TX-BCR18-AO29,4/24/2017,TEMER,8,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,1,98,1,17,5,13
TX-BCR18-AO29,5/15/2016,JMCMA,11,1,0,0,0,0,0,AR,0,0,0,0,0,0,1,0,0,99,0,0,0,0
TX-BCR18-AO3,5/11/2016,ALADI,1,1,0,0,0,0,0,GR,0,0,5,2.25,0,0,5,0,1,84,5,29,5,17
TX-BCR18-AO3,5/25/2017,EKIST,1,1,0,0,0,0,0,GR,1,4,5,2.5,0,0,1,0,1,88,5,31,5,27
TX-BCR18-AO3,5/11/2016,ALADI,5,1,0,0,0,0,0,GR,1,3,1,1.25,0,0,5,0,1,84,5,29,5,27
TX-BCR18-AO3,5/25/2017,EKIST,5,1,0,0,0,0,0,PJ,5,4,5,1.75,0,0,1,0,1,88,5,27,5,18
TX-BCR18-AO3,5/11/2016,ALADI,9,1,0,0,0,0,1,PJ,10,3,5,1,0,0,5,0,1,88,1,47,5,19
TX-BCR18-AO3,5/25/2017,EKIST,9,1,0,0,0,1,0,PJ,5,5,5,2.5,0,0,1,0,1,92,1,46,5,44
TX-BCR18-AO3,5/25/2017,EKIST,10,1,0,0,0,1,0,CR,1,4,5,2,0,0,1,1,1,91,5,31,1,29
TX-BCR18-AO3,5/25/2017,EKIST,11,1,0,0,0,1,0,CR,1,4,1,0.75,0,0,1,0,1,92,1,32,5,28
TX-BCR18-AO3,5/25/2017,EKIST,12,1,0,0,0,0,0,GR,0,0,1,1.5,0,0,1,0,1,92,1,30,5,29
TX-BCR18-AO3,5/11/2016,ALADI,13,1,0,0,0,0,0,DS,5,4,5,2,0,0,10,0,5,83,1,27,1,17
TX-BCR18-AO3,5/25/2017,EKIST,13,1,0,0,0,0,0,PJ,5,6,5,2.5,0,0,1,0,1,92,1,48,5,26
TX-BCR18-AO3,5/25/2017,EKIST,14,1,0,0,0,0,0,CR,1,4,5,2.5,0,0,1,0,5,88,1,28,5,26
TX-BCR18-AO3,5/25/2017,EKIST,15,1,0,0,0,0,0,CR,0,0,1,1,0,0,1,0,1,92,1,26,5,24
TX-BCR18-AO3,5/25/2017,EKIST,16,1,0,0,0,0,0,GR,0,0,1,1,0,0,1,0,1,87,1,29,10,28
TX-BCR18-AO33,5/7/2016,RIPMA,1,1,0,0,0,0,0,DS,0,0,10,0.75,0,0,5,0,1,88,5,48,1,11
TX-BCR18-AO33,5/7/2016,RIPMA,2,1,0,0,0,0,0,DS,0,0,20,1.25,0,0,10,0,1,87,1,36,1,20
TX-BCR18-AO33,5/7/2016,RIPMA,3,1,0,0,0,0,0,DS,0,0,20,1.25,0,0,5,0,5,88,1,41,1,18
TX-BCR18-AO33,5/7/2016,RIPMA,4,1,0,0,0,0,0,DS,0,0,10,1,0,0,1,0,1,87,10,33,1,12
TX-BCR18-AO33,5/7/2016,RIPMA,8,1,0,0,0,0,0,DS,0,0,5,1.25,0,0,1,0,5,88,5,39,1,17
TX-BCR18-AO33,5/7/2016,RIPMA,12,1,0,0,0,0,0,DS,1,3,5,0.75,0,0,1,1,5,87,5,33,1,12
TX-BCR18-AO33,5/7/2016,RIPMA,14,1,0,0,0,0,0,DS,0,0,10,1.25,0,0,1,0,10,87,1,43,1,13
TX-BCR18-AO33,5/7/2016,RIPMA,15,1,0,0,0,0,0,DS,0,0,10,1,0,0,1,0,5,88,5,39,1,16
TX-BCR18-AO33,5/7/2016,RIPMA,16,1,0,0,0,0,0,DS,0,0,10,1,0,0,1,0,1,92,5,36,1,17
TX-BCR18-AO36,5/7/2016,TGORM,11,1,0,0,0,0,0,AR,1,6,0,0,0,0,0,0,1,97,1,30,1,16
TX-BCR18-AO36,5/19/2017,TEMER,11,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,0,97,1,14,1,9
TX-BCR18-AO36,5/7/2016,TGORM,12,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,1,97,1,33,1,20
TX-BCR18-AO36,5/19/2017,TEMER,12,1,0,0,0,0,0,AR,0,0,0,0,0,0,0,0,1,99,0,0,0,0
TX-BCR18-AO36,5/7/2016,TGORM,15,1,0,0,0,0,0,AR,0,0,0,0,0,0,1,0,1,96,1,30,1,11
